states,cities,population,murder,rape,robbery,agrv_assault,burglary,larceny,vehicle_theft,violent_crime,prop_crime
Illinois,Glenview,44909,0.0,20.0,15.6,51.2,256.1,788.3,22.3,86.8,1066.6
North Dakota,Grand Forks,53839,0.0,44.6,42.7,183.9,423.5,2026.4,167.2,271.2,2617.1
Nebraska,Grand Island,49583,0.0,80.7,42.4,203.7,740.2,3749.3,159.3,326.7,4648.8
Colorado,Grand Junction,59516,3.4,87.4,48.7,284.0,517.5,3856.1,218.4,423.4,4592.0
Texas,Grapevine,48095,2.1,27.0,27.0,91.5,341.0,2287.1,153.9,147.6,2782.0
Montana,Great Falls,59360,1.7,16.8,42.1,193.7,539.1,3938.7,219.0,254.4,4696.8
New York,Greenburgh Town,43409,0.0,0.0,36.9,76.0,152.0,1128.8,78.3,112.9,1359.2
Indiana,Greenwood,51746,1.9,5.8,36.7,324.7,400.0,2981.9,114.0,369.1,3495.9
New Jersey,Hackensack,43499,0.0,9.2,78.2,,246.0,1616.1,158.6,,2020.7
Maryland,Hagerstown,40275,7.4,27.3,186.2,268.2,769.7,2532.6,312.8,489.1,3615.1
Texas,Haltom City,44024,0.0,15.9,61.3,163.5,1013.1,2001.2,288.5,240.8,3302.7
New York,Hamburg Town,45166,0.0,6.6,13.3,57.6,418.5,2351.3,77.5,77.5,2847.3
California,Hanford,54787,3.7,43.8,107.7,408.9,615.1,2146.5,361.4,564.0,3123.0
Pennsylvania,Harrisburg,49753,22.1,112.6,779.9,546.7,1232.1,3326.4,317.6,1461.2,4876.1
Virginia,Harrisonburg,50524,2.0,27.7,49.5,138.5,300.8,1757.6,53.4,217.7,2111.9
Mississippi,Hattiesburg,46726,10.7,27.8,141.2,72.8,802.6,4671.9,235.4,252.5,5709.9
Pennsylvania,Haverford Township,48599,0.0,0.0,16.5,35.0,148.2,1012.4,28.8,51.4,1189.3
New York,Hempstead Village,54380,16.6,16.6,380.7,439.5,399.0,1169.5,255.6,853.3,1824.2
Tennessee,Hendersonville,52781,0.0,11.4,24.6,204.6,267.1,1462.6,53.0,240.6,1782.8
North Carolina,Hickory,40361,7.4,54.5,200.7,393.9,1176.9,4962.7,401.4,656.6,6541.0
California,Highland,54403,7.4,9.2,169.1,358.4,1156.2,1266.5,547.8,544.1,2970.4
New Jersey,Hoboken,50794,0.0,21.7,84.7,189.0,297.3,1462.8,198.8,295.3,1958.9
Illinois,Hoffman Estates,52148,0.0,24.9,49.9,51.8,247.4,1073.9,40.3,126.6,1361.5
Massachusetts,Holyoke,40260,0.0,82.0,216.1,650.8,1102.8,4855.9,273.2,948.8,6232.0
New Jersey,Howell Township,51379,0.0,1.9,17.5,60.3,332.8,885.6,23.4,79.8,1241.8
North Carolina,Huntersville,48524,0.0,12.4,41.2,121.6,375.1,1739.3,51.5,175.2,2165.9
California,Huntington Park,59079,6.8,15.2,411.3,198.0,407.9,1723.1,1113.8,631.4,3244.8
Kansas,Hutchinson,42357,2.4,61.4,56.7,498.1,1185.2,4469.2,292.7,618.6,5947.1
Idaho,Idaho Falls,58037,0.0,44.8,22.4,172.3,475.6,2345.1,117.2,239.5,2937.8
New York,Irondequoit Town,52045,1.9,7.7,71.1,71.1,637.9,2397.9,101.8,151.8,3137.7
New Jersey,Irvington,54274,16.6,36.9,597.0,654.1,1037.3,1468.5,1118.4,1304.5,3624.2
New Jersey,Jackson Township,55400,0.0,10.8,16.2,,514.4,817.7,23.5,,1355.6
Missouri,Jefferson City,43413,4.6,27.6,89.8,479.1,541.3,3019.8,92.1,601.2,3653.3
Indiana,Jeffersonville,45640,4.4,4.4,78.9,867.7,898.3,3054.3,311.1,955.3,4263.8
Missouri,Joplin,50654,3.9,53.3,138.2,373.1,1289.1,5764.6,523.2,568.6,7576.9
Florida,Jupiter,56674,0.0,19.4,65.3,118.2,414.7,1619.8,75.9,202.9,2110.3
New Jersey,Kearny,41310,0.0,7.3,128.3,106.5,297.7,1532.3,317.1,242.1,2147.2
Texas,Keller,41137,0.0,4.9,9.7,21.9,175.0,736.6,31.6,36.5,943.2
Ohio,Kettering,56423,0.0,39.0,35.4,14.2,561.8,1657.1,69.1,88.6,2288.1
Tennessee,Kingsport,49639,4.0,62.5,100.7,572.1,868.3,4808.7,265.9,739.3,5942.9
Washington,Kirkland,50243,0.0,27.9,47.8,107.5,656.8,2462.0,173.2,183.1,3292.0
Indiana,Kokomo,45636,8.8,32.9,133.7,212.6,1012.4,2835.5,221.3,387.9,4069.2
Wisconsin,La Crosse,51851,7.7,40.5,73.3,175.5,779.2,2894.8,94.5,297.0,3768.5
California,La Mesa,58444,3.4,18.8,150.6,210.5,600.6,2019.0,343.9,383.3,2963.5
California,La Mirada,49312,4.1,8.1,40.6,146.0,344.7,1020.0,208.9,198.7,1573.7
California,La Puente,40479,7.4,14.8,103.8,172.9,271.7,625.0,390.3,298.9,1287.1
Washington,Lacey,43540,9.2,13.8,20.7,133.2,542.0,2650.4,170.0,176.8,3362.4
California,Lake Elsinore,53912,3.7,5.6,105.7,126.1,996.1,2116.4,471.1,241.1,3583.6
Arizona,Lake Havasu City,53513,3.7,18.7,13.1,72.9,478.4,1891.1,164.4,108.4,2534.0
Minnesota,Lakeville,56805,0.0,,1.8,15.8,216.5,1091.5,22.9,,1330.9
Ohio,Lakewood,51721,5.8,5.8,65.7,46.4,471.8,1314.7,195.3,123.7,1981.8
Washington,Lakewood,59416,1.7,65.6,181.8,533.5,1203.4,3298.8,366.9,782.6,4869.1
Virginia,Leesburg,44889,2.2,24.5,40.1,93.6,102.5,2020.5,46.8,160.4,2169.8
Utah,Lehi,49375,0.0,8.1,6.1,22.3,255.2,1008.6,58.7,36.5,1322.5
Kansas,Lenexa,49222,2.0,18.3,10.2,87.4,188.9,1529.8,199.1,117.8,1917.8
Massachusetts,Leominster,41262,0.0,31.5,109.1,516.2,647.1,2423.5,118.8,656.8,3189.4
California,Lincoln,44378,0.0,2.3,11.3,18.0,457.4,570.1,112.7,31.5,1140.2
New Jersey,Linden,40926,2.4,12.2,136.8,168.6,395.8,1683.5,293.2,320.1,2372.6
Colorado,Littleton,43229,9.3,46.3,34.7,39.3,592.2,2107.4,187.4,129.5,2887.0
Utah,Logan,49672,0.0,2.0,6.0,56.4,414.7,1620.6,72.5,64.4,2107.8
Illinois,Lombard,43482,2.3,4.6,41.4,75.9,271.4,2318.2,36.8,124.2,2626.4
California,Lompoc,43120,7.0,37.1,62.6,408.2,723.6,1825.1,155.4,514.8,2704.1
Pennsylvania,Lower Merion Township,58252,0.0,3.4,54.9,22.3,329.6,1404.2,41.2,80.7,1775.0
Pennsylvania,Lower Paxton Township,47578,0.0,25.2,94.6,119.8,346.8,1811.8,35.7,239.6,2194.3
Alabama,Madison,43860,0.0,9.1,45.6,150.5,499.3,1835.4,100.3,205.2,2435.0
New Jersey,Manchester Township,43491,0.0,0.0,2.3,43.7,457.6,586.3,6.9,46.0,1050.8
Connecticut,Manchester,58444,1.7,20.5,78.7,89.0,492.8,2424.5,157.4,189.9,3074.7
Ohio,Mansfield,47480,2.1,56.9,195.9,120.1,2139.8,4431.3,179.0,374.9,6750.2
Texas,Mansfield,58490,3.4,39.3,37.6,46.2,288.9,1196.8,80.4,126.5,1566.1
Florida,Margate,55010,5.5,10.9,76.3,169.1,561.7,1350.7,110.9,261.8,2023.3
Arizona,Maricopa,44881,2.2,20.1,26.7,80.2,345.4,1412.6,122.5,129.2,1880.5
Georgia,Marietta,57969,1.7,20.7,227.7,567.5,855.6,3217.2,322.6,817.7,4395.5
New Jersey,Marlboro Township,40430,0.0,2.5,12.4,27.2,207.8,561.5,24.7,42.0,794.0
Ohio,Mentor,47123,0.0,31.8,57.3,23.3,218.6,2308.9,72.2,112.5,2599.6
Mississippi,Meridian,41347,24.2,79.8,299.9,162.0,1775.2,2965.1,432.9,565.9,5173.3
Massachusetts,Methuen,48051,0.0,2.1,29.1,131.1,295.5,1369.4,145.7,162.3,1810.6
Ohio,"Miami Township, Clermont County",41213,2.4,7.3,9.7,14.6,308.2,1589.3,19.4,34.0,1916.9
Pennsylvania,Middletown Township,45614,0.0,4.4,41.7,39.5,510.8,2876.3,107.4,85.5,3494.5
Connecticut,Middletown,47878,2.1,2.1,52.2,94.0,325.8,1380.6,173.4,150.4,1879.8
Ohio,Middletown,48959,2.0,63.3,167.5,500.4,2318.3,5702.7,204.3,733.3,8225.2
Michigan,Midland,42106,2.4,35.6,11.9,40.4,133.0,950.0,2.4,90.2,1085.4
Oklahoma,Midwest City,55768,10.8,64.6,82.5,371.2,1409.4,3507.4,430.4,529.0,5347.2
Connecticut,Milford,52817,0.0,3.8,62.5,20.8,284.0,2595.8,123.1,87.1,3002.8
Pennsylvania,"Millcreek Township, Erie County",53615,3.7,11.2,41.0,37.3,544.6,1438.0,56.0,93.3,2038.6
Minnesota,Minnetonka,50758,0.0,,9.9,29.6,364.5,1239.2,43.3,,1647.0
North Dakota,Minot,43460,0.0,46.0,13.8,172.6,179.5,1392.1,184.1,232.4,1755.6
Indiana,Mishawaka,48363,6.2,45.5,113.7,165.4,1035.9,4420.7,326.7,330.8,5783.3
Illinois,Moline,43509,0.0,36.8,52.9,314.9,468.9,2516.7,126.4,404.5,3112.0
Louisiana,Monroe,49474,10.1,36.4,276.9,667.0,2368.9,5103.7,157.7,990.4,7630.3
Oklahoma,Moore,56661,1.8,8.8,35.3,90.0,875.4,3002.1,328.3,135.9,4205.7
New Jersey,Mount Laurel Township,42150,0.0,7.1,42.7,28.5,320.3,1309.6,56.9,78.3,1686.8
Illinois,Mount Prospect,54428,0.0,0.0,11.0,47.8,152.5,1161.2,55.1,58.8,1368.8
California,National City,59920,6.7,30.0,275.4,307.1,610.8,1819.1,679.2,619.2,3109.1
New Jersey,New Brunswick,55717,14.4,43.1,387.7,240.5,999.7,1563.3,149.0,685.6,2711.9
California,Newark,43539,2.3,32.2,158.5,195.2,895.7,1862.7,339.9,388.2,3098.4
Ohio,Newark,47787,0.0,41.9,67.0,35.6,1048.4,3567.9,180.0,144.4,4796.3
New York,Niagara Falls,50356,6.0,51.6,339.6,832.1,1489.4,4136.5,258.2,1229.2,5884.1
Illinois,Normal,52797,0.0,36.0,64.4,115.5,501.9,1924.4,47.4,215.9,2473.6
New Jersey,North Brunswick Township,41163,0.0,4.9,63.2,55.9,532.0,1161.2,77.7,123.9,1771.0
Florida,North Lauderdale,42352,7.1,33.1,158.2,255.0,935.0,1700.0,167.6,453.3,2802.7
Florida,North Miami Beach,43084,4.6,62.7,301.7,278.5,1629.4,2699.4,285.5,647.6,4614.2
Florida,North Port,58568,3.4,34.1,20.5,163.9,474.7,1314.7,44.4,222.0,1833.8
Connecticut,Norwich,40517,2.5,44.4,86.4,111.1,676.3,1577.1,123.4,244.3,2376.8
California,Novato,52942,0.0,9.4,49.1,122.8,455.2,1178.6,171.9,181.3,1805.7
Michigan,Novi,55623,0.0,7.2,16.2,43.1,129.4,1684.6,70.1,66.5,1884.1
Illinois,Oak Lawn,56964,0.0,15.8,54.4,73.7,198.4,1702.8,94.8,144.0,1996.0
Florida,Oakland Park,42701,0.0,37.5,316.2,430.9,1637.0,3377.0,276.3,784.5,5290.3
Florida,Ocala,57288,10.5,73.3,160.6,410.2,1057.8,4243.5,104.7,654.6,5406.0
Washington,Olympia,47729,10.5,94.3,77.5,132.0,980.5,3151.1,236.8,314.3,4368.4
Illinois,Orland Park,57043,1.8,1.8,7.0,17.5,78.9,2275.5,28.0,28.0,2382.4
Arizona,Oro Valley,41786,2.4,9.6,7.2,31.1,227.3,1323.4,74.2,50.3,1624.9
Kentucky,Owensboro,57751,0.0,48.5,77.9,90.0,812.1,3338.5,209.5,216.4,4360.1
Florida,Palm Beach Gardens,49679,0.0,22.1,60.4,68.4,487.1,2598.7,102.7,151.0,3188.5
California,Palm Desert,50021,0.0,12.0,98.0,98.0,1453.4,2952.8,235.9,207.9,4642.1
California,Palm Springs,45996,6.5,39.1,226.1,384.8,1919.7,2417.6,515.3,656.6,4852.6
California,Paramount,54997,5.5,12.7,234.6,190.9,494.6,1472.8,825.5,443.7,2792.9
Colorado,Parker,47004,0.0,23.4,6.4,95.7,219.1,691.4,44.7,125.5,955.2
New Jersey,Parsippany-Troy Hills Township,53793,3.7,9.3,26.0,33.5,254.7,611.6,55.8,72.5,922.1
Massachusetts,Peabody,52113,0.0,21.1,23.0,188.1,297.4,1713.6,103.6,232.2,2114.6
Pennsylvania,Penn Hills,42488,11.8,14.1,94.1,188.3,727.3,1129.7,122.4,308.3,1979.4
Florida,Pensacola,52909,13.2,56.7,168.2,655.8,1343.8,4160.0,226.8,894.0,5730.6
New Jersey,Perth Amboy,51345,1.9,17.5,185.0,249.3,745.9,1384.8,245.4,453.8,2376.1
California,Petaluma,58995,1.7,42.4,49.2,189.8,252.6,1054.3,86.4,283.1,1393.3
Texas,Pflugerville,49483,2.0,18.2,12.1,90.9,282.9,1287.3,50.5,123.3,1620.8
Arkansas,Pine Bluff,48522,28.9,65.9,278.2,915.0,2316.5,4138.3,371.0,1288.1,6825.8
Florida,Pinellas Park,49821,10.0,26.1,96.3,325.2,945.4,4311.4,252.9,457.6,5509.7
New Jersey,Piscataway Township,56593,0.0,1.8,37.1,74.2,235.0,646.7,47.7,113.1,929.4
Massachusetts,Pittsfield,44868,0.0,75.8,84.7,265.2,829.1,1673.8,95.8,425.7,2598.7
California,Placentia,51778,1.9,7.7,56.0,141.0,353.4,1210.9,185.4,206.7,1749.8
New Jersey,Plainfield,50332,11.9,27.8,327.8,343.7,1045.1,1625.2,200.7,711.3,2870.9
Idaho,Pocatello,55182,1.8,18.1,39.9,195.7,474.8,2160.1,87.0,255.5,2721.9
Texas,Port Arthur,54745,7.3,34.7,221.0,365.3,1560.0,2608.5,226.5,628.4,4394.9
Florida,Port Orange,57300,3.5,1.7,20.9,82.0,525.3,1856.9,111.7,108.2,2493.9
Michigan,Portage,46658,0.0,49.3,32.1,81.4,394.4,3039.1,87.9,162.9,3521.4
California,Porterville,55533,5.4,18.0,113.4,223.3,1071.4,1825.9,356.5,360.1,3253.9
New York,Poughkeepsie Town,42698,0.0,4.7,60.9,60.9,199.1,3023.6,25.8,126.5,3248.4
California,Poway,48968,0.0,12.3,55.1,124.6,279.8,794.4,67.4,192.0,1141.6
Arizona,Prescott,40420,4.9,34.6,47.0,329.0,487.4,2184.6,59.4,415.6,2731.3
Illinois,Quincy,40684,0.0,63.9,39.3,358.9,550.6,2590.7,63.9,462.1,3205.2
California,Rancho Palos Verdes,42335,0.0,2.4,14.2,66.1,394.5,722.8,59.1,82.7,1176.3
California,Rancho Santa Margarita,49038,0.0,4.1,20.4,30.6,140.7,489.4,20.4,55.1,650.5
Washington,Redmond,55770,0.0,14.3,19.7,30.5,308.4,1741.1,87.9,64.6,2137.3
Massachusetts,Revere,52926,1.9,22.7,136.0,347.7,434.6,1594.7,323.1,508.3,2352.3
Washington,Richland,50057,0.0,40.0,22.0,101.9,373.6,2035.7,127.9,163.8,2537.1
California,Rocklin,58865,0.0,8.5,27.2,47.6,412.8,1039.7,105.3,83.2,1557.8
North Carolina,Rocky Mount,58002,13.8,22.4,220.7,1034.4,1803.4,3779.2,250.0,1291.3,5832.6
Arkansas,Rogers,57757,0.0,74.4,19.0,256.2,626.8,2900.1,93.5,349.7,3620.3
California,Rohnert Park,41716,2.4,26.4,50.3,381.1,268.5,1435.9,141.4,460.3,1845.8
California,Rosemead,54656,0.0,7.3,98.8,155.5,336.7,934.9,398.9,261.6,1670.4
Michigan,Roseville,47400,0.0,67.5,124.5,286.9,592.8,3061.2,428.3,478.9,4082.3
New Mexico,Roswell,48623,16.5,57.6,86.4,468.9,1135.3,4088.6,154.2,629.3,5378.1
Texas,Rowlett,58324,0.0,29.1,15.4,77.2,378.9,1272.2,75.4,121.7,1726.6
Michigan,Royal Oak,57649,0.0,15.6,20.8,88.5,310.5,1287.1,150.9,124.9,1748.5
Michigan,Saginaw Township,40642,2.5,14.8,81.2,110.7,292.8,1668.2,56.6,209.1,2017.6
Michigan,Saginaw,51267,52.7,126.8,325.7,1856.9,2032.5,1205.5,204.8,2362.1,3442.8
Massachusetts,Salem,42025,0.0,16.7,40.5,321.2,352.2,1794.2,126.1,378.3,2272.5
Kansas,Salina,48155,2.1,39.5,47.8,245.0,924.1,3740.0,222.2,334.3,4886.3
Washington,Sammamish,47158,0.0,14.8,2.1,17.0,231.1,468.6,27.6,33.9,727.3
California,San Bruno,42002,0.0,26.2,69.0,107.1,304.7,1642.8,340.5,202.4,2288.0
California,San Gabriel,40376,0.0,7.4,84.2,126.3,354.2,856.9,151.1,218.0,1362.2
California,San Jacinto,45637,6.6,11.0,111.8,170.9,922.5,1891.0,427.3,300.2,3240.8
California,San Luis Obispo,45947,2.2,43.5,41.4,171.9,901.0,3212.4,176.3,259.0,4289.7
Texas,San Marcos,47384,2.1,57.0,59.1,227.9,533.9,2526.2,225.8,346.1,3285.9
California,San Rafael,58854,0.0,23.8,142.7,158.0,611.7,1923.4,497.8,324.5,3032.9
Florida,Sanford,54662,5.5,38.4,303.7,243.3,1503.8,3633.2,285.4,590.9,5422.4
California,Santee,54700,3.7,16.5,54.8,206.6,334.6,1451.6,241.3,281.5,2027.4
Florida,Sarasota,53055,7.5,47.1,256.3,490.1,1328.8,3945.0,186.6,801.1,5460.4
New Jersey,Sayreville,43151,2.3,2.3,27.8,55.6,296.6,980.3,64.9,88.1,1341.8
Wisconsin,Sheboygan,49261,8.1,38.6,42.6,255.8,531.9,2460.4,87.3,345.1,3079.5
Connecticut,Shelton,40062,0.0,17.5,30.0,7.5,334.5,661.5,82.4,54.9,1078.3
Washington,Shoreline,54574,5.5,42.1,75.1,58.6,809.9,2021.1,199.7,181.4,3030.7
Arizona,Sierra Vista,46612,0.0,51.5,60.1,167.3,527.8,2610.9,167.3,278.9,3306.0
Georgia,Smyrna,52537,5.7,22.8,129.4,148.5,696.7,1709.3,243.6,306.5,2649.6
Tennessee,Smyrna,41284,4.8,29.1,50.9,172.0,327.0,1942.6,121.1,256.8,2390.8
New Jersey,South Brunswick Township,43875,0.0,4.6,16.0,57.0,246.2,847.9,86.6,77.5,1180.6
Utah,South Jordan,52071,0.0,7.7,19.2,17.3,332.2,1530.6,113.3,44.2,1976.1
New York,Southampton Town,50256,0.0,6.0,29.8,91.5,435.8,1440.6,123.4,127.3,1999.8
Mississippi,Southaven,49938,0.0,48.1,44.1,200.2,378.5,2158.7,116.1,292.4,2653.3
Connecticut,Southington,43219,2.3,11.6,25.5,25.5,300.8,1353.6,83.3,64.8,1737.7
Michigan,St. Clair Shores,59841,0.0,33.4,21.7,197.2,469.6,1361.9,148.7,252.3,1980.2
Minnesota,St. Louis Park,46176,0.0,,34.7,32.5,534.9,2581.4,110.4,,3226.8
Missouri,St. Peters,53364,0.0,11.2,26.2,185.5,213.6,2340.5,48.7,223.0,2602.9
Pennsylvania,State College,57020,1.8,19.3,21.0,50.9,201.7,1154.0,24.6,92.9,1380.2
Oklahoma,Stillwater,46331,2.2,51.8,45.3,161.9,561.2,2490.8,123.0,261.2,3175.0
Connecticut,Stratford,52041,0.0,28.8,53.8,117.2,470.8,2056.1,188.3,199.8,2715.2
Illinois,Streamwood,40050,0.0,15.0,27.5,42.4,307.1,1418.2,30.0,84.9,1755.3
Ohio,Strongsville,44397,0.0,13.5,11.3,4.5,186.9,1576.7,29.3,29.3,1792.9
South Carolina,Summerville,45209,4.4,4.4,70.8,104.0,424.7,2260.6,232.3,183.6,2917.6
South Carolina,Sumter,40911,17.1,19.6,158.9,789.5,1464.2,3444.1,339.8,985.1,5248.0
Massachusetts,Taunton,56438,0.0,31.9,109.9,333.1,673.3,774.3,60.2,474.9,1507.8
New Jersey,Teaneck Township,40230,0.0,0.0,72.1,67.1,298.3,1098.7,59.7,139.2,1456.6
Texas,Texas City,46448,4.3,23.7,109.8,180.8,764.3,2751.5,144.2,318.6,3660.0
Oregon,Tigard,49359,2.0,18.2,72.9,42.5,441.7,2933.6,103.3,135.7,3478.6
Illinois,Tinley Park,56992,1.8,10.5,19.3,43.9,189.5,1245.8,36.8,75.4,1472.1
Florida,Titusville,44374,9.0,58.6,173.5,421.4,1169.6,2255.8,552.1,662.6,3977.6
New York,Tonawanda Town,58393,1.7,20.6,54.8,125.0,339.1,1452.2,42.8,202.1,1834.1
New York,Troy,50391,13.9,29.8,220.3,400.9,1176.8,3328.0,202.4,664.8,4707.2
Idaho,Twin Falls,44866,0.0,44.6,37.9,294.2,461.4,2231.1,124.8,376.7,2817.3
Ohio,"Union Township, Clermont County",46833,2.1,19.2,36.3,19.2,493.2,2961.6,74.7,76.9,3529.6
New Jersey,Union Township,57234,0.0,8.7,76.9,52.4,298.8,1341.9,223.6,138.0,1864.3
Illinois,Urbana,41537,0.0,48.1,163.7,144.4,1001.5,2344.9,127.6,356.3,3474.0
Iowa,Urbandale,40467,0.0,7.4,4.9,128.5,264.4,1354.2,81.5,140.9,1700.2
Georgia,Valdosta,56617,5.3,67.1,155.4,210.2,1156.9,2811.9,136.0,438.0,4104.8
Connecticut,Wallingford,45183,0.0,4.4,22.1,6.6,356.3,1611.2,55.3,33.2,2022.9
Ohio,Warren,41355,9.7,38.7,246.6,379.6,1963.5,2626.0,270.8,674.6,4860.4
New Jersey,"Washington Township, Gloucester County",48940,0.0,6.1,59.3,71.5,363.7,1879.9,83.8,136.9,2327.3
California,Watsonville,52064,3.8,28.8,167.1,284.3,509.0,1966.8,568.5,484.0,3044.3
Wisconsin,Wauwatosa,46748,2.1,0.0,119.8,44.9,569.0,3471.8,79.1,166.9,4120.0
New Jersey,Wayne Township,55071,0.0,0.0,23.6,49.0,343.2,1803.1,81.7,72.6,2228.0
New York,Webster Town and Village,42936,0.0,4.7,18.6,37.3,202.6,836.1,41.9,60.6,1080.7
Florida,Wellington,57943,0.0,17.3,48.3,182.9,403.8,1905.3,184.7,248.5,2493.8
Ohio,West Chester Township,58897,0.0,47.5,20.4,23.8,365.0,1830.3,39.1,91.7,2234.4
Iowa,West Des Moines,58134,0.0,27.5,13.8,122.1,366.4,2686.9,86.0,163.4,3139.3
Connecticut,West Haven,55626,1.8,1.8,104.3,465.6,354.2,1934.3,312.8,573.5,2601.3
New Jersey,West New York,50507,0.0,15.8,184.1,188.1,386.1,964.2,101.0,388.1,1451.3
New Jersey,West Orange,46505,4.3,0.0,66.7,75.3,318.2,937.5,150.5,146.2,1406.3
California,West Sacramento,49500,0.0,52.5,147.5,183.8,765.7,1844.4,335.4,383.8,2945.5
New York,West Seneca Town,44902,0.0,4.5,29.0,82.4,331.8,1476.5,66.8,115.8,1875.2
Massachusetts,Westfield,41485,0.0,19.3,33.7,130.2,484.5,1328.2,43.4,183.2,1856.1
Massachusetts,Weymouth,54597,0.0,16.5,76.9,250.9,384.6,1009.2,80.6,344.3,1474.4
Illinois,Wheaton,53263,1.9,1.9,5.6,13.1,180.2,889.9,18.8,22.5,1088.9
New York,White Plains,57567,1.7,5.2,53.9,99.0,142.4,2221.8,43.4,159.8,2407.6
Pennsylvania,Wilkes-Barre,41532,7.2,72.2,183.0,151.7,652.5,2092.4,248.0,414.1,2992.9
North Carolina,Wilson,49785,10.0,6.0,138.6,371.6,1337.8,3099.3,225.0,526.3,4662.0
California,Woodland,56323,0.0,17.8,83.4,213.1,640.9,2080.9,358.6,314.3,3080.4
Rhode Island,Woonsocket,41147,0.0,55.9,143.4,335.4,840.9,2041.5,177.4,534.7,3059.8
Texas,Wylie,43645,4.6,2.3,6.9,50.4,229.1,1111.2,64.2,64.2,1404.5
Pennsylvania,York,43955,25.0,100.1,430.0,780.3,985.1,2388.8,225.2,1335.5,3599.1
California,Yucaipa,52622,0.0,9.5,66.5,150.1,515.0,1062.3,216.6,226.1,1793.9
